fecha,anio,mes,linea,afluencia
2009-08-10,2009,Agosto,Línea 1,297859
2009-08-10,2009,Agosto,Línea 4,NaN
2009-08-10,2009,Agosto,Línea 6,NaN
2009-08-10,2009,Agosto,Línea 7,NaN
2009-08-10,2009,Agosto,Línea 3,NaN
2009-08-10,2009,Agosto,Línea 5,NaN
2009-08-10,2009,Agosto,Línea 2,107793
2009-08-11,2009,Agosto,Línea 4,NaN
2009-08-11,2009,Agosto,Línea 7,NaN
2009-08-11,2009,Agosto,Línea 1,307627
2009-08-11,2009,Agosto,Línea 6,NaN
2009-08-11,2009,Agosto,Línea 5,NaN
2009-08-11,2009,Agosto,Línea 2,109712
2009-08-11,2009,Agosto,Línea 3,NaN
2009-08-12,2009,Agosto,Línea 1,309246
2009-08-12,2009,Agosto,Línea 7,NaN
2009-08-12,2009,Agosto,Línea 6,NaN
2009-08-12,2009,Agosto,Línea 3,NaN
2009-08-12,2009,Agosto,Línea 4,NaN
2009-08-12,2009,Agosto,Línea 5,NaN
2009-08-12,2009,Agosto,Línea 2,107791
2009-08-13,2009,Agosto,Línea 1,309066
2009-08-13,2009,Agosto,Línea 4,NaN
2009-08-13,2009,Agosto,Línea 6,NaN
2009-08-13,2009,Agosto,Línea 5,NaN
2009-08-13,2009,Agosto,Línea 7,NaN
2009-08-13,2009,Agosto,Línea 2,108333
2009-08-13,2009,Agosto,Línea 3,NaN
2009-08-14,2009,Agosto,Línea 3,NaN
2009-08-14,2009,Agosto,Línea 2,115797
2009-08-14,2009,Agosto,Línea 6,NaN
2009-08-14,2009,Agosto,Línea 5,NaN
2009-08-14,2009,Agosto,Línea 7,NaN
2009-08-14,2009,Agosto,Línea 1,331799
2009-08-14,2009,Agosto,Línea 4,NaN
2009-08-15,2009,Agosto,Línea 1,172746
2009-08-15,2009,Agosto,Línea 7,NaN
2009-08-15,2009,Agosto,Línea 2,61588
2009-08-15,2009,Agosto,Línea 5,NaN
2009-08-15,2009,Agosto,Línea 4,NaN
2009-08-15,2009,Agosto,Línea 6,NaN
2009-08-15,2009,Agosto,Línea 3,NaN
2009-08-16,2009,Agosto,Línea 6,NaN
2009-08-16,2009,Agosto,Línea 1,97656
2009-08-16,2009,Agosto,Línea 5,NaN
2009-08-16,2009,Agosto,Línea 3,NaN
2009-08-16,2009,Agosto,Línea 4,NaN
2009-08-16,2009,Agosto,Línea 7,NaN
2009-08-16,2009,Agosto,Línea 2,39485
2009-08-17,2009,Agosto,Línea 3,NaN
2009-08-17,2009,Agosto,Línea 6,NaN
2009-08-17,2009,Agosto,Línea 7,NaN
2009-08-17,2009,Agosto,Línea 5,NaN
2009-08-17,2009,Agosto,Línea 1,307475
2009-08-17,2009,Agosto,Línea 2,111499
2009-08-17,2009,Agosto,Línea 4,NaN
2009-08-18,2009,Agosto,Línea 7,NaN
2009-08-18,2009,Agosto,Línea 3,NaN
2009-08-18,2009,Agosto,Línea 2,112804
2009-08-18,2009,Agosto,Línea 4,NaN
2009-08-18,2009,Agosto,Línea 5,NaN
2009-08-18,2009,Agosto,Línea 6,NaN
2009-08-18,2009,Agosto,Línea 1,313588
2009-08-19,2009,Agosto,Línea 5,NaN
2009-08-19,2009,Agosto,Línea 2,111980
2009-08-19,2009,Agosto,Línea 6,NaN
2009-08-19,2009,Agosto,Línea 7,NaN
2009-08-19,2009,Agosto,Línea 1,321592
2009-08-19,2009,Agosto,Línea 3,NaN
2009-08-19,2009,Agosto,Línea 4,NaN
2009-08-20,2009,Agosto,Línea 2,111665
2009-08-20,2009,Agosto,Línea 6,NaN
2009-08-20,2009,Agosto,Línea 3,NaN
2009-08-20,2009,Agosto,Línea 5,NaN
2009-08-20,2009,Agosto,Línea 7,NaN
2009-08-20,2009,Agosto,Línea 1,318374
2009-08-20,2009,Agosto,Línea 4,NaN
2009-08-21,2009,Agosto,Línea 1,325960
2009-08-21,2009,Agosto,Línea 4,NaN
2009-08-21,2009,Agosto,Línea 5,NaN
2009-08-21,2009,Agosto,Línea 6,NaN
2009-08-21,2009,Agosto,Línea 7,NaN
2009-08-21,2009,Agosto,Línea 2,115574
2009-08-21,2009,Agosto,Línea 3,NaN
2009-08-22,2009,Agosto,Línea 3,NaN
2009-08-22,2009,Agosto,Línea 5,NaN
2009-08-22,2009,Agosto,Línea 2,64174
2009-08-22,2009,Agosto,Línea 1,182688
2009-08-22,2009,Agosto,Línea 6,NaN
2009-08-22,2009,Agosto,Línea 4,NaN
2009-08-22,2009,Agosto,Línea 7,NaN
2009-08-23,2009,Agosto,Línea 1,94297
2009-08-23,2009,Agosto,Línea 7,NaN
2009-08-23,2009,Agosto,Línea 3,NaN
2009-08-23,2009,Agosto,Línea 6,NaN
2009-08-23,2009,Agosto,Línea 2,37710
2009-08-23,2009,Agosto,Línea 5,NaN
2009-08-23,2009,Agosto,Línea 4,NaN
2009-08-24,2009,Agosto,Línea 7,NaN
2009-08-24,2009,Agosto,Línea 6,NaN
2009-08-24,2009,Agosto,Línea 5,NaN
2009-08-24,2009,Agosto,Línea 3,NaN
2009-08-24,2009,Agosto,Línea 4,NaN
2009-08-24,2009,Agosto,Línea 1,307410
2009-08-24,2009,Agosto,Línea 2,114256
2009-08-25,2009,Agosto,Línea 7,NaN
2009-08-25,2009,Agosto,Línea 3,NaN
2009-08-25,2009,Agosto,Línea 1,315834
2009-08-25,2009,Agosto,Línea 5,NaN
2009-08-25,2009,Agosto,Línea 4,NaN
2009-08-25,2009,Agosto,Línea 6,NaN
2009-08-25,2009,Agosto,Línea 2,116128
2009-08-26,2009,Agosto,Línea 1,323648
2009-08-26,2009,Agosto,Línea 3,NaN
2009-08-26,2009,Agosto,Línea 2,116415
2009-08-26,2009,Agosto,Línea 7,NaN
2009-08-26,2009,Agosto,Línea 5,NaN
2009-08-26,2009,Agosto,Línea 6,NaN
2009-08-26,2009,Agosto,Línea 4,NaN
2009-08-27,2009,Agosto,Línea 5,NaN
2009-08-27,2009,Agosto,Línea 1,320082
2009-08-27,2009,Agosto,Línea 2,114387
2009-08-27,2009,Agosto,Línea 4,NaN
2009-08-27,2009,Agosto,Línea 6,NaN
2009-08-27,2009,Agosto,Línea 7,NaN
2009-08-27,2009,Agosto,Línea 3,NaN
2009-08-28,2009,Agosto,Línea 7,NaN
2009-08-28,2009,Agosto,Línea 3,NaN
2009-08-28,2009,Agosto,Línea 6,NaN
2009-08-28,2009,Agosto,Línea 2,121029
2009-08-28,2009,Agosto,Línea 5,NaN
2009-08-28,2009,Agosto,Línea 4,NaN
2009-08-28,2009,Agosto,Línea 1,350847
2009-08-29,2009,Agosto,Línea 1,164897
2009-08-29,2009,Agosto,Línea 3,NaN
2009-08-29,2009,Agosto,Línea 5,NaN
2009-08-29,2009,Agosto,Línea 7,NaN
2009-08-29,2009,Agosto,Línea 6,NaN
2009-08-29,2009,Agosto,Línea 2,64274
2009-08-29,2009,Agosto,Línea 4,NaN
2009-08-30,2009,Agosto,Línea 1,91040
2009-08-30,2009,Agosto,Línea 7,NaN
2009-08-30,2009,Agosto,Línea 3,NaN
2009-08-30,2009,Agosto,Línea 4,NaN
2009-08-30,2009,Agosto,Línea 5,NaN
2009-08-30,2009,Agosto,Línea 6,NaN
2009-08-30,2009,Agosto,Línea 2,38028
2009-08-31,2009,Agosto,Línea 3,NaN
2009-08-31,2009,Agosto,Línea 5,NaN
2009-08-31,2009,Agosto,Línea 2,122587
2009-08-31,2009,Agosto,Línea 7,NaN
2009-08-31,2009,Agosto,Línea 6,NaN
2009-08-31,2009,Agosto,Línea 1,322697
2009-08-31,2009,Agosto,Línea 4,NaN
2009-09-01,2009,Septiembre,Línea 1,329088
2009-09-01,2009,Septiembre,Línea 3,NaN
2009-09-01,2009,Septiembre,Línea 2,124384
2009-09-01,2009,Septiembre,Línea 7,NaN
2009-09-01,2009,Septiembre,Línea 6,NaN
2009-09-01,2009,Septiembre,Línea 4,NaN
2009-09-01,2009,Septiembre,Línea 5,NaN
2009-09-02,2009,Septiembre,Línea 1,328692
2009-09-02,2009,Septiembre,Línea 5,NaN
2009-09-02,2009,Septiembre,Línea 6,NaN
2009-09-02,2009,Septiembre,Línea 3,NaN
2009-09-02,2009,Septiembre,Línea 4,NaN
2009-09-02,2009,Septiembre,Línea 7,NaN
2009-09-02,2009,Septiembre,Línea 2,123971
2009-09-03,2009,Septiembre,Línea 7,NaN
2009-09-03,2009,Septiembre,Línea 3,NaN
2009-09-03,2009,Septiembre,Línea 6,NaN
2009-09-03,2009,Septiembre,Línea 2,124358
2009-09-03,2009,Septiembre,Línea 4,NaN
2009-09-03,2009,Septiembre,Línea 5,NaN
2009-09-03,2009,Septiembre,Línea 1,333411
2009-09-04,2009,Septiembre,Línea 5,NaN
2009-09-04,2009,Septiembre,Línea 6,NaN
2009-09-04,2009,Septiembre,Línea 2,131834
2009-09-04,2009,Septiembre,Línea 7,NaN
2009-09-04,2009,Septiembre,Línea 4,NaN
2009-09-04,2009,Septiembre,Línea 1,343005
2009-09-04,2009,Septiembre,Línea 3,NaN
2009-09-05,2009,Septiembre,Línea 3,NaN
2009-09-05,2009,Septiembre,Línea 4,NaN
2009-09-05,2009,Septiembre,Línea 7,NaN
2009-09-05,2009,Septiembre,Línea 6,NaN
2009-09-05,2009,Septiembre,Línea 5,NaN
2009-09-05,2009,Septiembre,Línea 1,177372
2009-09-05,2009,Septiembre,Línea 2,66049
2009-09-06,2009,Septiembre,Línea 7,NaN
2009-09-06,2009,Septiembre,Línea 3,NaN
2009-09-06,2009,Septiembre,Línea 2,40371
2009-09-06,2009,Septiembre,Línea 5,NaN
2009-09-06,2009,Septiembre,Línea 6,NaN
2009-09-06,2009,Septiembre,Línea 1,90289
2009-09-06,2009,Septiembre,Línea 4,NaN
2009-09-07,2009,Septiembre,Línea 1,315982
2009-09-07,2009,Septiembre,Línea 3,NaN
2009-09-07,2009,Septiembre,Línea 4,NaN
2009-09-07,2009,Septiembre,Línea 6,NaN
2009-09-07,2009,Septiembre,Línea 5,NaN
2009-09-07,2009,Septiembre,Línea 7,NaN
2009-09-07,2009,Septiembre,Línea 2,135462
2009-09-08,2009,Septiembre,Línea 3,NaN
2009-09-08,2009,Septiembre,Línea 5,NaN
2009-09-08,2009,Septiembre,Línea 1,326111
2009-09-08,2009,Septiembre,Línea 2,127689
2009-09-08,2009,Septiembre,Línea 6,NaN
2009-09-08,2009,Septiembre,Línea 4,NaN
2009-09-08,2009,Septiembre,Línea 7,NaN
2009-09-09,2009,Septiembre,Línea 1,334942
2009-09-09,2009,Septiembre,Línea 7,NaN
2009-09-09,2009,Septiembre,Línea 6,NaN
2009-09-09,2009,Septiembre,Línea 4,NaN
2009-09-09,2009,Septiembre,Línea 5,NaN
2009-09-09,2009,Septiembre,Línea 2,129462
2009-09-09,2009,Septiembre,Línea 3,NaN
2009-09-10,2009,Septiembre,Línea 6,NaN
2009-09-10,2009,Septiembre,Línea 7,NaN
2009-09-10,2009,Septiembre,Línea 1,327925
2009-09-10,2009,Septiembre,Línea 5,NaN
2009-09-10,2009,Septiembre,Línea 4,NaN
2009-09-10,2009,Septiembre,Línea 2,125929
2009-09-10,2009,Septiembre,Línea 3,NaN
2009-09-11,2009,Septiembre,Línea 1,345019
2009-09-11,2009,Septiembre,Línea 7,NaN
2009-09-11,2009,Septiembre,Línea 4,NaN
2009-09-11,2009,Septiembre,Línea 6,NaN
2009-09-11,2009,Septiembre,Línea 3,NaN
2009-09-11,2009,Septiembre,Línea 5,NaN
2009-09-11,2009,Septiembre,Línea 2,133532
2009-09-12,2009,Septiembre,Línea 1,172906
2009-09-12,2009,Septiembre,Línea 7,NaN
2009-09-12,2009,Septiembre,Línea 3,NaN
2009-09-12,2009,Septiembre,Línea 4,NaN
2009-09-12,2009,Septiembre,Línea 2,67484
2009-09-12,2009,Septiembre,Línea 6,NaN
2009-09-12,2009,Septiembre,Línea 5,NaN
2009-09-13,2009,Septiembre,Línea 1,95309
2009-09-13,2009,Septiembre,Línea 2,41745
2009-09-13,2009,Septiembre,Línea 5,NaN
2009-09-13,2009,Septiembre,Línea 6,NaN
2009-09-13,2009,Septiembre,Línea 7,NaN
2009-09-13,2009,Septiembre,Línea 3,NaN
2009-09-13,2009,Septiembre,Línea 4,NaN
2009-09-14,2009,Septiembre,Línea 1,311790
2009-09-14,2009,Septiembre,Línea 7,NaN
2009-09-14,2009,Septiembre,Línea 2,123948
2009-09-14,2009,Septiembre,Línea 5,NaN
2009-09-14,2009,Septiembre,Línea 6,NaN
2009-09-14,2009,Septiembre,Línea 3,NaN
2009-09-14,2009,Septiembre,Línea 4,NaN
2009-09-15,2009,Septiembre,Línea 1,273032
2009-09-15,2009,Septiembre,Línea 7,NaN
2009-09-15,2009,Septiembre,Línea 5,NaN
2009-09-15,2009,Septiembre,Línea 3,NaN
2009-09-15,2009,Septiembre,Línea 4,NaN
2009-09-15,2009,Septiembre,Línea 6,NaN
2009-09-15,2009,Septiembre,Línea 2,107948
2009-09-16,2009,Septiembre,Línea 7,NaN
2009-09-16,2009,Septiembre,Línea 2,37990
2009-09-16,2009,Septiembre,Línea 1,84356
2009-09-16,2009,Septiembre,Línea 5,NaN
2009-09-16,2009,Septiembre,Línea 6,NaN
2009-09-16,2009,Septiembre,Línea 3,NaN
2009-09-16,2009,Septiembre,Línea 4,NaN
2009-09-17,2009,Septiembre,Línea 1,321901
2009-09-17,2009,Septiembre,Línea 2,124843
2009-09-17,2009,Septiembre,Línea 5,NaN
2009-09-17,2009,Septiembre,Línea 6,NaN
2009-09-17,2009,Septiembre,Línea 7,NaN
2009-09-17,2009,Septiembre,Línea 3,NaN
2009-09-17,2009,Septiembre,Línea 4,NaN
2009-09-18,2009,Septiembre,Línea 5,NaN
2009-09-18,2009,Septiembre,Línea 7,NaN
2009-09-18,2009,Septiembre,Línea 2,136520
2009-09-18,2009,Septiembre,Línea 6,NaN
2009-09-18,2009,Septiembre,Línea 3,NaN
2009-09-18,2009,Septiembre,Línea 1,367181
2009-09-18,2009,Septiembre,Línea 4,NaN
2009-09-19,2009,Septiembre,Línea 6,NaN
2009-09-19,2009,Septiembre,Línea 7,NaN
2009-09-19,2009,Septiembre,Línea 5,NaN
2009-09-19,2009,Septiembre,Línea 3,NaN
2009-09-19,2009,Septiembre,Línea 1,187247
2009-09-19,2009,Septiembre,Línea 2,72133
2009-09-19,2009,Septiembre,Línea 4,NaN
2009-09-20,2009,Septiembre,Línea 3,NaN
2009-09-20,2009,Septiembre,Línea 6,NaN
2009-09-20,2009,Septiembre,Línea 5,NaN
2009-09-20,2009,Septiembre,Línea 7,NaN
2009-09-20,2009,Septiembre,Línea 1,93598
2009-09-20,2009,Septiembre,Línea 2,40547
2009-09-20,2009,Septiembre,Línea 4,NaN
2009-09-21,2009,Septiembre,Línea 7,NaN
2009-09-21,2009,Septiembre,Línea 6,NaN
2009-09-21,2009,Septiembre,Línea 1,325178
2009-09-21,2009,Septiembre,Línea 2,126942
2009-09-21,2009,Septiembre,Línea 5,NaN
2009-09-21,2009,Septiembre,Línea 3,NaN
2009-09-21,2009,Septiembre,Línea 4,NaN
2009-09-22,2009,Septiembre,Línea 1,327303
2009-09-22,2009,Septiembre,Línea 3,NaN
2009-09-22,2009,Septiembre,Línea 4,NaN
2009-09-22,2009,Septiembre,Línea 5,NaN
2009-09-22,2009,Septiembre,Línea 6,NaN
2009-09-22,2009,Septiembre,Línea 7,NaN
2009-09-22,2009,Septiembre,Línea 2,126435
2009-09-23,2009,Septiembre,Línea 4,NaN
2009-09-23,2009,Septiembre,Línea 6,NaN
2009-09-23,2009,Septiembre,Línea 1,331171
2009-09-23,2009,Septiembre,Línea 2,126491
2009-09-23,2009,Septiembre,Línea 5,NaN
2009-09-23,2009,Septiembre,Línea 7,NaN
2009-09-23,2009,Septiembre,Línea 3,NaN
2009-09-24,2009,Septiembre,Línea 7,NaN
2009-09-24,2009,Septiembre,Línea 4,NaN
2009-09-24,2009,Septiembre,Línea 2,123954
2009-09-24,2009,Septiembre,Línea 5,NaN
2009-09-24,2009,Septiembre,Línea 6,NaN
2009-09-24,2009,Septiembre,Línea 1,330312
2009-09-24,2009,Septiembre,Línea 3,NaN
2009-09-25,2009,Septiembre,Línea 2,127862
2009-09-25,2009,Septiembre,Línea 5,NaN
2009-09-25,2009,Septiembre,Línea 6,NaN
2009-09-25,2009,Septiembre,Línea 7,NaN
2009-09-25,2009,Septiembre,Línea 1,340150
2009-09-25,2009,Septiembre,Línea 3,NaN
2009-09-25,2009,Septiembre,Línea 4,NaN
2009-09-26,2009,Septiembre,Línea 7,NaN
2009-09-26,2009,Septiembre,Línea 4,NaN
2009-09-26,2009,Septiembre,Línea 6,NaN
2009-09-26,2009,Septiembre,Línea 2,72904
2009-09-26,2009,Septiembre,Línea 5,NaN
2009-09-26,2009,Septiembre,Línea 1,183815
2009-09-26,2009,Septiembre,Línea 3,NaN
2009-09-27,2009,Septiembre,Línea 7,NaN
2009-09-27,2009,Septiembre,Línea 3,NaN
2009-09-27,2009,Septiembre,Línea 4,NaN
2009-09-27,2009,Septiembre,Línea 5,NaN
2009-09-27,2009,Septiembre,Línea 6,NaN
2009-09-27,2009,Septiembre,Línea 1,104756
2009-09-27,2009,Septiembre,Línea 2,41429
2009-09-28,2009,Septiembre,Línea 1,318867
2009-09-28,2009,Septiembre,Línea 7,NaN
2009-09-28,2009,Septiembre,Línea 4,NaN
2009-09-28,2009,Septiembre,Línea 6,NaN
2009-09-28,2009,Septiembre,Línea 2,125066
2009-09-28,2009,Septiembre,Línea 5,NaN
2009-09-28,2009,Septiembre,Línea 3,NaN
2009-09-29,2009,Septiembre,Línea 3,NaN
2009-09-29,2009,Septiembre,Línea 5,NaN
2009-09-29,2009,Septiembre,Línea 6,NaN
2009-09-29,2009,Septiembre,Línea 1,337261
2009-09-29,2009,Septiembre,Línea 2,126465
2009-09-29,2009,Septiembre,Línea 7,NaN
2009-09-29,2009,Septiembre,Línea 4,NaN
2009-09-30,2009,Septiembre,Línea 7,NaN
2009-09-30,2009,Septiembre,Línea 5,NaN
2009-09-30,2009,Septiembre,Línea 6,NaN
2009-09-30,2009,Septiembre,Línea 2,127761
2009-09-30,2009,Septiembre,Línea 1,337400
2009-09-30,2009,Septiembre,Línea 3,NaN
2009-09-30,2009,Septiembre,Línea 4,NaN
2009-10-01,2009,Octubre,Línea 7,NaN
2009-10-01,2009,Octubre,Línea 4,NaN
2009-10-01,2009,Octubre,Línea 5,NaN
2009-10-01,2009,Octubre,Línea 6,NaN
2009-10-01,2009,Octubre,Línea 1,338132
2009-10-01,2009,Octubre,Línea 3,NaN
2009-10-01,2009,Octubre,Línea 2,127652
2009-10-02,2009,Octubre,Línea 7,NaN
2009-10-02,2009,Octubre,Línea 3,NaN
2009-10-02,2009,Octubre,Línea 6,NaN
2009-10-02,2009,Octubre,Línea 4,NaN
2009-10-02,2009,Octubre,Línea 5,NaN
2009-10-02,2009,Octubre,Línea 1,348828
2009-10-02,2009,Octubre,Línea 2,132320
2009-10-03,2009,Octubre,Línea 4,NaN
2009-10-03,2009,Octubre,Línea 2,73518
2009-10-03,2009,Octubre,Línea 7,NaN
2009-10-03,2009,Octubre,Línea 5,NaN
2009-10-03,2009,Octubre,Línea 6,NaN
2009-10-03,2009,Octubre,Línea 3,NaN
2009-10-03,2009,Octubre,Línea 1,190604
2009-10-04,2009,Octubre,Línea 3,NaN
2009-10-04,2009,Octubre,Línea 6,NaN
2009-10-04,2009,Octubre,Línea 2,44151
2009-10-04,2009,Octubre,Línea 5,NaN
2009-10-04,2009,Octubre,Línea 4,NaN
2009-10-04,2009,Octubre,Línea 7,NaN
2009-10-04,2009,Octubre,Línea 1,101368
2009-10-05,2009,Octubre,Línea 1,322750
2009-10-05,2009,Octubre,Línea 7,NaN
2009-10-05,2009,Octubre,Línea 5,NaN
2009-10-05,2009,Octubre,Línea 2,127086
2009-10-05,2009,Octubre,Línea 3,NaN
2009-10-05,2009,Octubre,Línea 6,NaN
2009-10-05,2009,Octubre,Línea 4,NaN
2009-10-06,2009,Octubre,Línea 2,125312
2009-10-06,2009,Octubre,Línea 5,NaN
2009-10-06,2009,Octubre,Línea 6,NaN
2009-10-06,2009,Octubre,Línea 7,NaN
2009-10-06,2009,Octubre,Línea 1,327507
2009-10-06,2009,Octubre,Línea 3,NaN
2009-10-06,2009,Octubre,Línea 4,NaN
2009-10-07,2009,Octubre,Línea 7,NaN
2009-10-07,2009,Octubre,Línea 3,NaN
2009-10-07,2009,Octubre,Línea 4,NaN
2009-10-07,2009,Octubre,Línea 5,NaN
2009-10-07,2009,Octubre,Línea 1,332220
2009-10-07,2009,Octubre,Línea 2,128684
2009-10-07,2009,Octubre,Línea 6,NaN
2009-10-08,2009,Octubre,Línea 1,335370
2009-10-08,2009,Octubre,Línea 3,NaN
2009-10-08,2009,Octubre,Línea 2,126313
2009-10-08,2009,Octubre,Línea 7,NaN
2009-10-08,2009,Octubre,Línea 5,NaN
2009-10-08,2009,Octubre,Línea 4,NaN
2009-10-08,2009,Octubre,Línea 6,NaN
2009-10-09,2009,Octubre,Línea 6,NaN
2009-10-09,2009,Octubre,Línea 2,131123
2009-10-09,2009,Octubre,Línea 5,NaN
2009-10-09,2009,Octubre,Línea 3,NaN
2009-10-09,2009,Octubre,Línea 4,NaN
2009-10-09,2009,Octubre,Línea 7,NaN
2009-10-09,2009,Octubre,Línea 1,342708
2009-10-10,2009,Octubre,Línea 1,187188
2009-10-10,2009,Octubre,Línea 5,NaN
2009-10-10,2009,Octubre,Línea 2,74243
2009-10-10,2009,Octubre,Línea 4,NaN
2009-10-10,2009,Octubre,Línea 6,NaN
2009-10-10,2009,Octubre,Línea 7,NaN
2009-10-10,2009,Octubre,Línea 3,NaN
2009-10-11,2009,Octubre,Línea 3,NaN
2009-10-11,2009,Octubre,Línea 4,NaN
2009-10-11,2009,Octubre,Línea 7,NaN
2009-10-11,2009,Octubre,Línea 1,98621
2009-10-11,2009,Octubre,Línea 5,NaN
2009-10-11,2009,Octubre,Línea 6,NaN
2009-10-11,2009,Octubre,Línea 2,43195
2009-10-12,2009,Octubre,Línea 7,NaN
2009-10-12,2009,Octubre,Línea 4,NaN
2009-10-12,2009,Octubre,Línea 6,NaN
2009-10-12,2009,Octubre,Línea 3,NaN
2009-10-12,2009,Octubre,Línea 5,NaN
2009-10-12,2009,Octubre,Línea 1,314982
2009-10-12,2009,Octubre,Línea 2,122132
2009-10-13,2009,Octubre,Línea 1,331343
2009-10-13,2009,Octubre,Línea 7,NaN
2009-10-13,2009,Octubre,Línea 3,NaN
2009-10-13,2009,Octubre,Línea 5,NaN
2009-10-13,2009,Octubre,Línea 6,NaN
2009-10-13,2009,Octubre,Línea 4,NaN
2009-10-13,2009,Octubre,Línea 2,125857
2009-10-14,2009,Octubre,Línea 5,NaN
2009-10-14,2009,Octubre,Línea 2,126618
2009-10-14,2009,Octubre,Línea 6,NaN
2009-10-14,2009,Octubre,Línea 4,NaN
2009-10-14,2009,Octubre,Línea 7,NaN
2009-10-14,2009,Octubre,Línea 1,335023
2009-10-14,2009,Octubre,Línea 3,NaN
2009-10-15,2009,Octubre,Línea 1,338232
2009-10-15,2009,Octubre,Línea 3,NaN
2009-10-15,2009,Octubre,Línea 5,NaN
2009-10-15,2009,Octubre,Línea 7,NaN
2009-10-15,2009,Octubre,Línea 6,NaN
2009-10-15,2009,Octubre,Línea 4,NaN
2009-10-15,2009,Octubre,Línea 2,130009
2009-10-16,2009,Octubre,Línea 4,NaN
2009-10-16,2009,Octubre,Línea 2,135728
2009-10-16,2009,Octubre,Línea 7,NaN
2009-10-16,2009,Octubre,Línea 5,NaN
2009-10-16,2009,Octubre,Línea 6,NaN
2009-10-16,2009,Octubre,Línea 1,351414
2009-10-16,2009,Octubre,Línea 3,NaN
2009-10-17,2009,Octubre,Línea 2,75607
2009-10-17,2009,Octubre,Línea 7,NaN
2009-10-17,2009,Octubre,Línea 1,195494
2009-10-17,2009,Octubre,Línea 5,NaN
2009-10-17,2009,Octubre,Línea 3,NaN
2009-10-17,2009,Octubre,Línea 6,NaN
2009-10-17,2009,Octubre,Línea 4,NaN
2009-10-18,2009,Octubre,Línea 3,NaN
2009-10-18,2009,Octubre,Línea 5,NaN
2009-10-18,2009,Octubre,Línea 6,NaN
2009-10-18,2009,Octubre,Línea 2,44626
2009-10-18,2009,Octubre,Línea 7,NaN
2009-10-18,2009,Octubre,Línea 1,100429
2009-10-18,2009,Octubre,Línea 4,NaN
2009-10-19,2009,Octubre,Línea 1,321468
2009-10-19,2009,Octubre,Línea 4,NaN
2009-10-19,2009,Octubre,Línea 5,NaN
2009-10-19,2009,Octubre,Línea 2,120521
2009-10-19,2009,Octubre,Línea 7,NaN
2009-10-19,2009,Octubre,Línea 6,NaN
2009-10-19,2009,Octubre,Línea 3,NaN
2009-10-20,2009,Octubre,Línea 3,NaN
2009-10-20,2009,Octubre,Línea 4,NaN
2009-10-20,2009,Octubre,Línea 7,NaN
2009-10-20,2009,Octubre,Línea 2,123380
2009-10-20,2009,Octubre,Línea 5,NaN
2009-10-20,2009,Octubre,Línea 6,NaN
2009-10-20,2009,Octubre,Línea 1,328151
2009-10-21,2009,Octubre,Línea 7,NaN
2009-10-21,2009,Octubre,Línea 4,NaN
2009-10-21,2009,Octubre,Línea 6,NaN
2009-10-21,2009,Octubre,Línea 1,330193
2009-10-21,2009,Octubre,Línea 2,122866
2009-10-21,2009,Octubre,Línea 3,NaN
2009-10-21,2009,Octubre,Línea 5,NaN
2009-10-22,2009,Octubre,Línea 1,329752
2009-10-22,2009,Octubre,Línea 3,NaN
2009-10-22,2009,Octubre,Línea 6,NaN
2009-10-22,2009,Octubre,Línea 7,NaN
2009-10-22,2009,Octubre,Línea 4,NaN
2009-10-22,2009,Octubre,Línea 5,NaN
2009-10-22,2009,Octubre,Línea 2,122448
2009-10-23,2009,Octubre,Línea 7,NaN
2009-10-23,2009,Octubre,Línea 6,NaN
2009-10-23,2009,Octubre,Línea 5,NaN
2009-10-23,2009,Octubre,Línea 1,350343
2009-10-23,2009,Octubre,Línea 2,128992
2009-10-23,2009,Octubre,Línea 3,NaN
2009-10-23,2009,Octubre,Línea 4,NaN
2009-10-24,2009,Octubre,Línea 1,197591
2009-10-24,2009,Octubre,Línea 5,NaN
2009-10-24,2009,Octubre,Línea 2,72242
2009-10-24,2009,Octubre,Línea 6,NaN
2009-10-24,2009,Octubre,Línea 3,NaN
2009-10-24,2009,Octubre,Línea 7,NaN
2009-10-24,2009,Octubre,Línea 4,NaN
2009-10-25,2009,Octubre,Línea 1,99505
2009-10-25,2009,Octubre,Línea 3,NaN
2009-10-25,2009,Octubre,Línea 4,NaN
2009-10-25,2009,Octubre,Línea 7,NaN
2009-10-25,2009,Octubre,Línea 6,NaN
2009-10-25,2009,Octubre,Línea 5,NaN
2009-10-25,2009,Octubre,Línea 2,43031
2009-10-26,2009,Octubre,Línea 7,NaN
2009-10-26,2009,Octubre,Línea 4,NaN
2009-10-26,2009,Octubre,Línea 5,NaN
2009-10-26,2009,Octubre,Línea 6,NaN
2009-10-26,2009,Octubre,Línea 1,315346
2009-10-26,2009,Octubre,Línea 2,120648
2009-10-26,2009,Octubre,Línea 3,NaN
2009-10-27,2009,Octubre,Línea 1,320236
2009-10-27,2009,Octubre,Línea 2,119946
2009-10-27,2009,Octubre,Línea 5,NaN
2009-10-27,2009,Octubre,Línea 6,NaN
2009-10-27,2009,Octubre,Línea 7,NaN
2009-10-27,2009,Octubre,Línea 3,NaN
2009-10-27,2009,Octubre,Línea 4,NaN
2009-10-28,2009,Octubre,Línea 7,NaN
2009-10-28,2009,Octubre,Línea 1,332840
2009-10-28,2009,Octubre,Línea 4,NaN
2009-10-28,2009,Octubre,Línea 5,NaN
